楼盘,区域,地址,朝向,房型,面积,层高,建造年份,单价,总价,优势1,优势2,优势3
琅樾江山,大渡口,茄子溪,南北,5室2厅2卫,147.18㎡,低层(共12层),2020年建造,10804元/㎡,159万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,3室2厅2卫,96.6㎡,低层(共16层),2018年建造,8748元/㎡,84.5万,满二年,车位充足,
恒大麓山湖(三期),大渡口,茄子溪,南北,3室2厅2卫,142㎡,共5层,2020年建造,11620元/㎡,165万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,3室2厅2卫,94.06㎡,低层(共30层),2020年建造,8771元/㎡,82.5万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,3室2厅2卫,94.52㎡,低层(共17层),2020年建造,8729元/㎡,82.5万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,130㎡,中层(共8层),2018年建造,9847元/㎡,128万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,3室2厅2卫,123.18㎡,中层(共20层),2018年建造,9580元/㎡,118万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,3室2厅2卫,96.13㎡,低层(共16层),2018年建造,8999元/㎡,86.5万,满二年,车位充足,
卓越西麓九里东苑,大渡口,茄子溪,南北,3室2厅2卫,102.84㎡,低层(共7层),2020年建造,9919元/㎡,102万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,138.2㎡,中层(共7层),2019年建造,9914元/㎡,137万,满二年,车位充足,
卓越西麓九里东苑,大渡口,茄子溪,南北,4室2厅2卫,143.82㎡,低层(共13层),2021年建造,10778元/㎡,155万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,3室2厅2卫,94.06㎡,中层(共16层),2021年建造,8591元/㎡,80.8万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,3室2厅2卫,96.51㎡,中层(共20层),2019年建造,8704元/㎡,84万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,3室2厅2卫,93.98㎡,高层(共16层),2020年建造,9364元/㎡,88万,满二年,车位充足,
中洲半岛城邦,大渡口,茄子溪,南北,3室2厅2卫,114.05㎡,高层(共14层),2018年建造,9207元/㎡,105万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,138.78㎡,低层(共10层),2018年建造,9368元/㎡,130万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,123.18㎡,低层(共20层),2018年建造,8403元/㎡,103.5万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,154.76㎡,低层(共6层),2021年建造,14216元/㎡,220万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,5室2厅2卫,154.87㎡,低层(共6层),2017年建造,14206元/㎡,220万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,138.07㎡,中层(共7层),2020年建造,9995元/㎡,138万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室3厅3卫,124.23㎡,低层(共18层),2020年建造,8453元/㎡,105万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,123.76㎡,低层(共7层),2020年建造,9616元/㎡,119万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,123.18㎡,高层(共20层),2021年建造,8606元/㎡,106万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,124.23㎡,中层(共20层),2020年建造,8533元/㎡,106万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,120㎡,高层(共11层),2021年建造,9834元/㎡,118万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,3室2厅2卫,103.94㎡,中层(共20层),2018年建造,8659元/㎡,90万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,123.18㎡,高层(共20层),2020年建造,8768元/㎡,108万,满二年,车位充足,
绿地听江左岸,大渡口,茄子溪,南北,3室2厅2卫,130㎡,低层(共7层),2021年建造,8077元/㎡,105万,满二年,车位充足,
卓越西麓九里东苑,大渡口,茄子溪,南北,3室2厅2卫,98㎡,低层(共8层),2021年建造,7449元/㎡,73万,满二年,车位充足,
绿地听江左岸,大渡口,茄子溪,南北,3室2厅2卫,98㎡,低层(共15层),2021年建造,8164元/㎡,80万,满二年,车位充足,
融创春晖十里雍和府,大渡口,茄子溪,南北,4室2厅2卫,115.01㎡,中层(共8层),2017年建造,9130元/㎡,105万,满二年,车位充足,
融创春晖十里雍和府,大渡口,茄子溪,南北,4室2厅2卫,114.98㎡,中层(共8层),2017年建造,9133元/㎡,105万,满二年,车位充足,
绿地听江左岸,大渡口,茄子溪,南北,3室2厅2卫,98㎡,低层(共15层),2021年建造,7552元/㎡,74万,满二年,车位充足,
绿地听江左岸,大渡口,茄子溪,南北,3室2厅2卫,98.36㎡,低层(共15层),2022年建造,9659元/㎡,95万,满二年,车位充足,
融创春晖十里雍和府,大渡口,茄子溪,南北,3室1厅1卫,93㎡,中层(共34层),2018年建造,8146元/㎡,75.8万,满二年,车位充足,
绿地听江左岸,大渡口,茄子溪,南北,3室2厅2卫,98㎡,高层(共15层),2021年建造,8164元/㎡,80万,满二年,车位充足,
融创春晖十里岚峰庭,大渡口,茄子溪,南北,3室1厅1卫,92.84㎡,高层(共32层),2018年建造,8617元/㎡,80万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,3室2厅2卫,103.94㎡,高层(共22层),2019年建造,8948元/㎡,93万,满二年,车位充足,
融创春晖十里岚峰庭,大渡口,茄子溪,南北,3室2厅2卫,92.84㎡,高层(共32层),2018年建造,8402元/㎡,78万,满二年,车位充足,
卓越西麓九里东苑,大渡口,茄子溪,南北,4室2厅2卫,130㎡,高层(共11层),2018年建造,10000元/㎡,130万,满二年,车位充足,
卓越西麓九里东苑,大渡口,茄子溪,南北,4室2厅2卫,128.97㎡,高层(共11层),2018年建造,9150元/㎡,118万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,146.25㎡,低层(共7层),2018年建造,9095元/㎡,133万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,3室2厅2卫,103.94㎡,中层(共20层),2018年建造,8563元/㎡,89万,满二年,车位充足,
绿地听江左岸,大渡口,茄子溪,南北,4室2厅2卫,136㎡,低层(共8层),2020年建造,7574元/㎡,103万,满二年,车位充足,
恒大麓山湖(三期),大渡口,茄子溪,南北,4室2厅2卫,136㎡,低层(共6层),2019年建造,9192元/㎡,125万,满二年,车位充足,
融创春晖十里岚峰庭,大渡口,茄子溪,南北,3室2厅2卫,93.31㎡,低层(共32层),2019年建造,8038元/㎡,75万,满二年,车位充足,
卓越西麓九里东苑,大渡口,茄子溪,南北,4室2厅2卫,128.97㎡,中层(共11层),2021年建造,8142元/㎡,105万,满二年,车位充足,
绿地听江左岸,大渡口,茄子溪,南北,4室2厅2卫,138㎡,中层(共15层),2021年建造,7972元/㎡,110万,满二年,车位充足,
融创春晖十里岚峰庭,大渡口,茄子溪,南北,3室2厅2卫,93.11㎡,中层(共34层),2018年建造,9452元/㎡,88万,满二年,车位充足,
融创春晖十里雍和府,大渡口,茄子溪,南北,4室2厅2卫,115㎡,低层(共8层),2017年建造,9479元/㎡,109万,满二年,车位充足,
绿地听江左岸,大渡口,茄子溪,南北,4室2厅2卫,98.37㎡,低层(共7层),2021年建造,8641元/㎡,85万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,3室2厅2卫,104.82㎡,中层(共20层),2019年建造,9541元/㎡,100万,满二年,车位充足,
卓越西麓九里东苑,大渡口,茄子溪,南北,4室2厅2卫,130㎡,高层(共12层),2021年建造,9231元/㎡,120万,满二年,车位充足,
卓越西麓九里东苑,大渡口,茄子溪,南北,4室2厅2卫,130㎡,高层(共12层),2021年建造,10000元/㎡,130万,满二年,车位充足,
融创春晖十里岚峰庭,大渡口,茄子溪,南北,3室2厅2卫,82.23㎡,低层(共34层),2018年建造,8878元/㎡,73万,满二年,车位充足,
中洲半岛城邦,大渡口,茄子溪,南北,3室2厅2卫,88.34㎡,高层(共15层),2020年建造,9056元/㎡,80万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,3室2厅2卫,103㎡,高层(共11层),2019年建造,8835元/㎡,91万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,3室2厅2卫,103.94㎡,高层(共20层),2021年建造,8948元/㎡,93万,满二年,车位充足,
卓越西麓九里东苑,大渡口,茄子溪,南北,3室2厅2卫,102.7㎡,中层(共7层),2019年建造,9251元/㎡,95万,满二年,车位充足,
卓越西麓九里东苑,大渡口,茄子溪,南北,3室2厅2卫,102.7㎡,高层(共7层),2020年建造,7790元/㎡,80万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,152.41㎡,低层(共8层),2018年建造,9514元/㎡,145万,满二年,车位充足,
融创春晖十里岚峰庭,大渡口,茄子溪,南北,3室2厅2卫,93.31㎡,高层(共34层),2018年建造,8038元/㎡,75万,满二年,车位充足,
卓越西麓九里东苑,大渡口,茄子溪,南北,3室2厅2卫,102.7㎡,高层(共7层),2019年建造,7790元/㎡,80万,满二年,车位充足,
融创春晖十里雍和府,大渡口,茄子溪,南北,3室2厅2卫,93.18㎡,高层(共34层),2017年建造,9123元/㎡,85万,满二年,车位充足,
绿地听江左岸,大渡口,茄子溪,南北,5室2厅2卫,138.9㎡,高层(共7层),2021年建造,9360元/㎡,130万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,149.5㎡,低层(共7层),2018年建造,9699元/㎡,145万,满二年,车位充足,
融创春晖十里岚峰庭,大渡口,茄子溪,南北,3室2厅2卫,82.32㎡,中层(共34层),2019年建造,9476元/㎡,78万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,154.87㎡,低层(共8层),2019年建造,9299元/㎡,144万,满二年,车位充足,
融创春晖十里雍和府,大渡口,茄子溪,南北,3室2厅2卫,93.05㎡,高层(共32层),2019年建造,9673元/㎡,90万,满二年,车位充足,
中洲半岛城邦,大渡口,茄子溪,南北,3室2厅2卫,88.24㎡,低层(共15层),2020年建造,8387元/㎡,74万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,152.59㎡,低层(共7层),2019年建造,9431元/㎡,143.9万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,149.88㎡,低层(共7层),2019年建造,9475元/㎡,142万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,151.14㎡,低层(共7层),2021年建造,9521元/㎡,143.9万,满二年,车位充足,
琅樾江山,大渡口,茄子溪,南北,4室2厅2卫,154.76㎡,低层(共6层),2019年建造,9344元/㎡,144.6万,满二年,车位充足,
卓越西麓九里东苑,大渡口,茄子溪,南北,4室2厅2卫,143.82㎡,低层(共8层),2021年建造,7301元/㎡,105万,满二年,车位充足,
卓越西麓九里东苑,大渡口,茄子溪,南北,4室2厅2卫,143.82㎡,高层(共8层),2022年建造,7649元/㎡,110万,满二年,车位充足,
融创春晖十里岚峰庭,大渡口,茄子溪,南北,3室2厅2卫,82.32㎡,高层(共34层),2019年建造,9233元/㎡,76万,满二年,车位充足,
龙桥花苑三组团,大渡口,茄子溪,南北,3室2厅2卫,93㎡,中层(共28层),2016年建造,7936元/㎡,73.8万,满二年,采光较好,
天泰凤阳小镇南区,大渡口,茄子溪,南北,2室2厅2卫,53㎡,中层(共28层),2015年建造,6038元/㎡,32万,满二年,,
佳兆业滨江新城江城时光,大渡口,茄子溪,南北,4室2厅2卫,117㎡,中层(共33层),2015年建造,10513元/㎡,123万,满二年,,
佳兆业滨江新城墨香庭,大渡口,茄子溪,南北,3室2厅2卫,86.52㎡,高层(共34层),2016年建造,11443元/㎡,99万,满二年,,
佳兆业滨江新城江城时光,大渡口,茄子溪,南北,3室2厅2卫,101.76㎡,中层(共33层),2015年建造,9041元/㎡,92万,满二年,,
佳兆业滨江新城江城时光,大渡口,茄子溪,南北,3室2厅2卫,102㎡,高层(共33层),2015年建造,12255元/㎡,125万,满二年,,
佳兆业滨江新城江上澜庭,大渡口,茄子溪,南北,3室2厅2卫,108.27㎡,高层(共27层),2018年建造,10345元/㎡,112万,满二年,,
融创春晖十里御峰庭,大渡口,茄子溪,南北,4室2厅2卫,105㎡,中层(共33层),2018年建造,9334元/㎡,98万,满二年,,
佳兆业滨江新城江城时光,大渡口,茄子溪,南北,4室2厅2卫,116㎡,高层(共33层),2015年建造,10345元/㎡,120万,满二年,,
融创春晖十里雍璟府,大渡口,茄子溪,南北,3室2厅2卫,106.04㎡,低层(共8层),2018年建造,10478元/㎡,111.1万,满二年,,
融创春晖十里雍江府,大渡口,茄子溪,南北,4室2厅2卫,116㎡,中层(共18层),2015年建造,10173元/㎡,118万,满二年,,
融创春晖十里七号院,大渡口,茄子溪,南北,3室2厅2卫,100.28㎡,低层(共33层),2017年建造,10870元/㎡,109万,满二年,,
佳兆业滨江新城江城时光,大渡口,茄子溪,南北,4室2厅2卫,116㎡,中层(共32层),2010年建造,11207元/㎡,130万,满二年,,
融创春晖十里雍江府,大渡口,茄子溪,南北,4室2厅2卫,116㎡,中层(共18层),2017年建造,11466元/㎡,133万,满二年,,
融创春晖十里雍璟府,大渡口,茄子溪,南北,4室2厅2卫,128.26㎡,中层(共8层),2018年建造,10370元/㎡,133万,满二年,,
佳兆业滨江新城墨香庭,大渡口,茄子溪,南北,2室2厅2卫,64㎡,高层(共33层),2016年建造,11719元/㎡,75万,满二年,,
融创春晖十里雍江府,大渡口,茄子溪,南北,4室2厅2卫,142㎡,高层(共8层),2018年建造,10493元/㎡,149万,满二年,,
融创春晖十里雍江府,大渡口,茄子溪,南北,4室2厅2卫,142㎡,高层(共8层),2017年建造,10212元/㎡,145万,满二年,,
佳兆业滨江新城江上澜庭,大渡口,茄子溪,南北,4室2厅2卫,148㎡,高层(共8层),2018年建造,10136元/㎡,150万,满二年,,
融创春晖十里雍江府,大渡口,茄子溪,南北,4室2厅2卫,143㎡,低层(共8层),2018年建造,10140元/㎡,145万,满二年,,
融创春晖十里雍江府,大渡口,茄子溪,南北,4室2厅2卫,142㎡,低层(共8层),2018年建造,10564元/㎡,150万,满二年,,
融创春晖十里雍璟府,大渡口,茄子溪,南北,4室2厅2卫,128.26㎡,中层(共8层),2017年建造,12475元/㎡,160万,满二年,,
佳兆业滨江新城江城时光,大渡口,茄子溪,南北,3室2厅2卫,115㎡,低层(共33层),2018年建造,9131元/㎡,105万,满二年,,
龙桥花苑三组团,大渡口,茄子溪,南北,3室2厅2卫,85㎡,中层(共27层),2018年建造,8000元/㎡,68万,满二年,,
佳兆业滨江新城墨香庭,大渡口,茄子溪,南北,3室2厅2卫,94.36㎡,中层(共34层),2017年建造,8881元/㎡,83.8万,满二年,,
佳兆业滨江新城墨香庭,大渡口,茄子溪,南北,3室2厅2卫,95㎡,低层(共32层),2016年建造,8948元/㎡,85万,满二年,,
佳兆业滨江新城墨香庭,大渡口,茄子溪,南北,3室2厅2卫,94㎡,中层(共33层),2018年建造,9043元/㎡,85万,满二年,,
佳兆业滨江新城墨香庭,大渡口,茄子溪,南北,3室2厅2卫,95㎡,高层(共32层),2017年建造,8948元/㎡,85万,满二年,,
佳兆业滨江新城墨香庭,大渡口,茄子溪,南北,3室2厅2卫,90㎡,低层(共33层),2015年建造,9556元/㎡,86万,满二年,,
佳兆业滨江新城墨香庭,大渡口,茄子溪,南北,3室2厅2卫,96㎡,低层(共33层),2018年建造,8730元/㎡,83.8万,满二年,,
佳兆业滨江新城墨香庭,大渡口,茄子溪,南北,3室2厅2卫,94㎡,中层(共33层),2017年建造,9575元/㎡,90万,满二年,,
佳兆业滨江新城墨香庭,大渡口,茄子溪,南北,3室2厅2卫,84.97㎡,中层(共33层),2018年建造,9416元/㎡,80万,满二年,,
佳兆业滨江新城江城时光,大渡口,茄子溪,南北,3室1厅1卫,95㎡,中层(共33层),2015年建造,8211元/㎡,78万,满二年,,
融创春晖十里雍璟府,大渡口,茄子溪,南北,4室2厅2卫,142.4㎡,低层(共8层),2017年建造,11236元/㎡,160万,满二年,,
佳兆业滨江新城江上澜庭,大渡口,茄子溪,南北,4室2厅2卫,141㎡,中层(共8层),2017年建造,9575元/㎡,135万,满二年,,
佳兆业滨江新城江城时光,大渡口,茄子溪,南北,3室2厅2卫,89.41㎡,高层(共33层),2015年建造,8948元/㎡,80万,满二年,,
佳兆业滨江新城江城时光,大渡口,茄子溪,南北,3室2厅2卫,94.77㎡,中层(共32层),2010年建造,8231元/㎡,78万,满二年,,
佳兆业滨江新城江城时光,大渡口,茄子溪,南北,3室2厅2卫,99㎡,中层(共32层),2010年建造,8889元/㎡,88万,满二年,,
佳兆业滨江新城江城时光,大渡口,茄子溪,南北,3室2厅2卫,94㎡,中层(共32层),2010年建造,9149元/㎡,86万,满二年,,
融创春晖十里雍江府,大渡口,茄子溪,南北,4室2厅2卫,119㎡,低层(共17层),2018年建造,9076元/㎡,108万,满二年,,
佳兆业滨江新城江上澜庭,大渡口,茄子溪,南北,3室2厅2卫,105㎡,中层(共26层),2018年建造,10000元/㎡,105万,满二年,,
龙桥花苑三组团,大渡口,茄子溪,南北,3室2厅2卫,84.5㎡,低层(共25层),2018年建造,7314元/㎡,61.8万,满二年,,
佳兆业滨江新城江城时光,大渡口,茄子溪,南北,4室2厅2卫,122㎡,高层(共32层),2010年建造,8853元/㎡,108万,满二年,,
龙桥花苑三组团,大渡口,茄子溪,南北,3室2厅2卫,85.26㎡,高层(共28层),2016年建造,7976元/㎡,68万,满二年,,
融创春晖十里雍江府,大渡口,茄子溪,南北,4室2厅2卫,139㎡,高层(共18层),2018年建造,8993元/㎡,125万,满二年,,
佳兆业滨江新城江上澜庭,大渡口,茄子溪,南北,4室2厅2卫,120㎡,高层(共26层),2017年建造,9084元/㎡,109万,满二年,,
龙桥花苑三组团,大渡口,茄子溪,南北,3室2厅2卫,85㎡,中层(共26层),2017年建造,6236元/㎡,53万,满二年,,
佳兆业滨江新城江上澜庭,大渡口,茄子溪,南北,4室2厅2卫,120㎡,低层(共27层),2018年建造,9000元/㎡,108万,满二年,,
佳兆业滨江新城江城时光,大渡口,茄子溪,南北,3室2厅2卫,104㎡,高层(共33层),2015年建造,8174元/㎡,85万,满二年,,
